,CLOSE_DEF_PERSON_ID,GP,G,DEFENSE_CATEGORY,FREQ,D_FGM,D_FGA,D_FG_PCT,NORMAL_FG_PCT,PCT_PLUSMINUS
3,1628386,70,67,Less Than 6 Ft,0.496,2.66,5.04,0.527,0.623,-0.097
4,1628386,70,68,Less Than 10 Ft,0.619,3.26,6.29,0.518,0.572,-0.054
5,1628386,70,63,Greater Than 15 Ft,0.281,1.01,2.86,0.355,0.371,-0.016
0,203915,78,78,Overall,1.0,3.97,8.88,0.447,0.449,-0.001
1,203915,78,75,3 Pointers,0.341,1.14,3.03,0.377,0.362,0.016
2,203915,78,78,2 Pointers,0.659,2.83,5.86,0.484,0.494,-0.01
3,203915,78,59,Less Than 6 Ft,0.199,1.04,1.77,0.587,0.603,-0.016
4,203915,78,66,Less Than 10 Ft,0.286,1.35,2.54,0.53,0.549,-0.019
5,203915,78,78,Greater Than 15 Ft,0.595,2.19,5.28,0.415,0.379,0.036
0,1626210,5,5,Overall,1.0,2.6,4.6,0.565,0.497,0.069
1,1626210,5,3,3 Pointers,0.217,0.4,1.0,0.4,0.34,0.06
2,1626210,5,4,2 Pointers,0.783,2.2,3.6,0.611,0.565,0.046
3,1626210,5,4,Less Than 6 Ft,0.522,1.4,2.4,0.583,0.669,-0.086
4,1626210,5,4,Less Than 10 Ft,0.609,1.8,2.8,0.643,0.609,0.033
5,1626210,5,4,Greater Than 15 Ft,0.304,0.6,1.4,0.429,0.363,0.065
0,1626178,66,66,Overall,1.0,5.29,10.91,0.485,0.465,0.019
1,1626178,66,60,3 Pointers,0.231,0.91,2.52,0.361,0.362,0.0
2,1626178,66,66,2 Pointers,0.769,4.38,8.39,0.522,0.511,0.011
3,1626178,66,63,Less Than 6 Ft,0.363,2.47,3.95,0.625,0.619,0.005
4,1626178,66,65,Less Than 10 Ft,0.493,3.09,5.38,0.575,0.568,0.006
5,1626178,66,63,Greater Than 15 Ft,0.404,1.71,4.41,0.388,0.374,0.014
0,1627785,13,13,Overall,1.0,1.62,4.62,0.35,0.442,-0.092
1,1627785,13,10,3 Pointers,0.45,0.62,2.08,0.296,0.349,-0.053
2,1627785,13,12,2 Pointers,0.55,1.0,2.54,0.394,0.496,-0.102
3,1627785,13,9,Less Than 6 Ft,0.25,0.54,1.15,0.467,0.602,-0.135
4,1627785,13,10,Less Than 10 Ft,0.317,0.69,1.46,0.474,0.556,-0.083
5,1627785,13,10,Greater Than 15 Ft,0.6,0.77,2.77,0.278,0.366,-0.089
0,1628451,3,3,Overall,1.0,1.0,4.0,0.25,0.446,-0.196
1,1628451,3,2,3 Pointers,0.25,0.33,1.0,0.333,0.367,-0.034
2,1628451,3,3,2 Pointers,0.75,0.67,3.0,0.222,0.493,-0.271
3,1628451,3,2,Less Than 6 Ft,0.417,0.33,1.67,0.2,0.574,-0.374
4,1628451,3,3,Less Than 10 Ft,0.583,0.67,2.33,0.286,0.534,-0.248
5,1628451,3,2,Greater Than 15 Ft,0.417,0.33,1.67,0.2,0.377,-0.177
0,1627821,9,9,Overall,1.0,2.22,4.22,0.526,0.455,0.072
1,1627821,9,5,3 Pointers,0.237,0.33,1.0,0.333,0.374,-0.041
2,1627821,9,8,2 Pointers,0.763,1.89,3.22,0.586,0.516,0.071
3,1627821,9,7,Less Than 6 Ft,0.5,1.67,2.11,0.789,0.613,0.177
4,1627821,9,7,Less Than 10 Ft,0.579,1.67,2.44,0.682,0.56,0.122
5,1627821,9,7,Greater Than 15 Ft,0.395,0.44,1.67,0.267,0.381,-0.114
0,1628495,9,9,Overall,1.0,1.56,3.78,0.412,0.416,-0.004
1,1628495,9,7,3 Pointers,0.382,0.44,1.44,0.308,0.301,0.007
2,1628495,9,7,2 Pointers,0.618,1.11,2.33,0.476,0.47,0.006
3,1628495,9,6,Less Than 6 Ft,0.294,0.67,1.11,0.6,0.552,0.048
4,1628495,9,6,Less Than 10 Ft,0.382,0.89,1.44,0.615,0.523,0.093
5,1628495,9,8,Greater Than 15 Ft,0.5,0.44,1.89,0.235,0.315,-0.08
0,202344,67,67,Overall,1.0,2.96,6.76,0.437,0.462,-0.025
1,202344,67,56,3 Pointers,0.36,0.76,2.43,0.313,0.358,-0.045
2,202344,67,66,2 Pointers,0.64,2.19,4.33,0.507,0.514,-0.007
3,202344,67,54,Less Than 6 Ft,0.289,1.18,1.96,0.603,0.611,-0.008
4,202344,67,57,Less Than 10 Ft,0.4,1.52,2.7,0.564,0.561,0.002
5,202344,67,64,Greater Than 15 Ft,0.523,1.21,3.54,0.342,0.368,-0.026
0,202711,79,79,Overall,1.0,4.34,9.22,0.471,0.453,0.019
1,202711,79,72,3 Pointers,0.398,1.34,3.67,0.366,0.357,0.009
2,202711,79,79,2 Pointers,0.602,3.0,5.54,0.541,0.509,0.033
3,202711,79,73,Less Than 6 Ft,0.239,1.62,2.2,0.736,0.62,0.115
4,202711,79,76,Less Than 10 Ft,0.342,2.06,3.15,0.655,0.567,0.088
5,202711,79,78,Greater Than 15 Ft,0.585,1.99,5.39,0.369,0.371,-0.002
0,1626191,14,14,Overall,1.0,0.79,2.21,0.355,0.427,-0.072
1,1626191,14,7,3 Pointers,0.29,0.21,0.64,0.333,0.35,-0.017
2,1626191,14,13,2 Pointers,0.71,0.57,1.57,0.364,0.47,-0.106
3,1626191,14,8,Less Than 6 Ft,0.323,0.36,0.71,0.5,0.58,-0.08
4,1626191,14,11,Less Than 10 Ft,0.452,0.43,1.0,0.429,0.52,-0.092
5,1626191,14,9,Greater Than 15 Ft,0.452,0.36,1.0,0.357,0.342,0.015
0,1628422,40,40,Overall,1.0,1.75,3.98,0.44,0.455,-0.015
1,1628422,40,26,3 Pointers,0.403,0.48,1.6,0.297,0.35,-0.053
2,1628422,40,37,2 Pointers,0.597,1.28,2.38,0.537,0.52,0.017
3,1628422,40,28,Less Than 6 Ft,0.264,0.83,1.05,0.786,0.634,0.152
4,1628422,40,33,Less Than 10 Ft,0.352,0.95,1.4,0.679,0.574,0.105
5,1628422,40,29,Greater Than 15 Ft,0.56,0.68,2.23,0.303,0.364,-0.06
0,1628373,77,77,Overall,1.0,3.05,7.36,0.414,0.445,-0.03
1,1628373,77,68,3 Pointers,0.356,0.94,2.62,0.356,0.359,-0.003
2,1628373,77,77,2 Pointers,0.644,2.12,4.74,0.447,0.498,-0.051
3,1628373,77,72,Less Than 6 Ft,0.312,1.45,2.3,0.633,0.607,0.026
4,1628373,77,75,Less Than 10 Ft,0.411,1.66,3.03,0.549,0.554,-0.004
5,1628373,77,73,Greater Than 15 Ft,0.51,1.29,3.75,0.343,0.367,-0.025
0,1628439,17,17,Overall,1.0,3.0,5.82,0.515,0.459,0.056
1,1628439,17,14,3 Pointers,0.263,0.41,1.53,0.269,0.328,-0.059
2,1628439,17,16,2 Pointers,0.737,2.59,4.29,0.603,0.524,0.079
3,1628439,17,15,Less Than 6 Ft,0.444,1.65,2.59,0.636,0.624,0.012
4,1628439,17,15,Less Than 10 Ft,0.566,2.06,3.29,0.625,0.581,0.044
5,1628439,17,16,Greater Than 15 Ft,0.394,0.82,2.29,0.359,0.33,0.029
0,1626209,73,73,Overall,1.0,4.01,8.75,0.459,0.454,0.005
1,1626209,73,71,3 Pointers,0.355,1.11,3.11,0.357,0.356,0.0
2,1626209,73,72,2 Pointers,0.645,2.9,5.64,0.515,0.507,0.007
3,1626209,73,63,Less Than 6 Ft,0.311,1.78,2.73,0.653,0.617,0.036
4,1626209,73,64,Less Than 10 Ft,0.405,2.14,3.55,0.602,0.563,0.039
5,1626209,73,73,Greater Than 15 Ft,0.532,1.66,4.66,0.356,0.37,-0.014
0,1627758,25,25,Overall,1.0,1.92,4.36,0.44,0.447,-0.007
1,1627758,25,23,3 Pointers,0.459,0.72,2.0,0.36,0.37,-0.01
2,1627758,25,22,2 Pointers,0.541,1.2,2.36,0.508,0.501,0.007
3,1627758,25,16,Less Than 6 Ft,0.22,0.48,0.96,0.5,0.608,-0.108
4,1627758,25,19,Less Than 10 Ft,0.321,0.72,1.4,0.514,0.553,-0.039
5,1627758,25,25,Greater Than 15 Ft,0.633,1.08,2.76,0.391,0.379,0.012
0,203124,76,76,Overall,1.0,3.78,8.28,0.456,0.481,-0.024
1,203124,76,61,3 Pointers,0.192,0.54,1.59,0.339,0.359,-0.02
2,203124,76,73,2 Pointers,0.808,3.24,6.68,0.484,0.523,-0.039
3,203124,76,71,Less Than 6 Ft,0.464,2.04,3.84,0.531,0.624,-0.093
4,203124,76,72,Less Than 10 Ft,0.582,2.42,4.82,0.503,0.574,-0.071
5,203124,76,72,Greater Than 15 Ft,0.355,1.13,2.93,0.386,0.373,0.013
0,1626195,44,44,Overall,1.0,2.59,5.11,0.507,0.475,0.032
1,1626195,44,23,3 Pointers,0.204,0.34,1.05,0.326,0.355,-0.029
2,1626195,44,42,2 Pointers,0.796,2.25,4.07,0.553,0.521,0.032
3,1626195,44,37,Less Than 6 Ft,0.484,1.43,2.48,0.578,0.595,-0.017
4,1626195,44,38,Less Than 10 Ft,0.596,1.75,3.05,0.575,0.556,0.018
5,1626195,44,33,Greater Than 15 Ft,0.347,0.75,1.77,0.423,0.377,0.046
0,203932,58,58,Overall,1.0,4.79,11.09,0.432,0.465,-0.033
1,203932,58,55,3 Pointers,0.275,0.98,3.05,0.322,0.363,-0.04
2,203932,58,58,2 Pointers,0.725,3.81,8.03,0.474,0.514,-0.04
3,203932,58,58,Less Than 6 Ft,0.392,2.53,4.34,0.583,0.618,-0.035
4,203932,58,58,Less Than 10 Ft,0.501,3.07,5.55,0.553,0.57,-0.017
5,203932,58,58,Greater Than 15 Ft,0.411,1.5,4.55,0.33,0.374,-0.044
0,1628371,27,27,Overall,1.0,3.93,8.44,0.465,0.462,0.003
1,1628371,27,24,3 Pointers,0.272,0.81,2.3,0.355,0.359,-0.004
2,1628371,27,27,2 Pointers,0.728,3.11,6.15,0.506,0.505,0.001
3,1628371,27,26,Less Than 6 Ft,0.461,2.33,3.89,0.6,0.613,-0.013
4,1628371,27,26,Less Than 10 Ft,0.553,2.67,4.67,0.571,0.562,0.009
5,1628371,27,25,Greater Than 15 Ft,0.39,1.04,3.3,0.315,0.368,-0.054
0,203920,37,37,Overall,1.0,3.54,7.51,0.471,0.469,0.002
1,203920,37,26,3 Pointers,0.205,0.57,1.54,0.368,0.369,-0.001
2,203920,37,36,2 Pointers,0.795,2.97,5.97,0.498,0.514,-0.017
3,203920,37,32,Less Than 6 Ft,0.442,1.95,3.32,0.585,0.614,-0.028
4,203920,37,34,Less Than 10 Ft,0.601,2.35,4.51,0.521,0.565,-0.044
5,203920,37,30,Greater Than 15 Ft,0.335,0.97,2.51,0.387,0.377,0.011
0,1628365,14,14,Overall,1.0,3.0,7.21,0.416,0.438,-0.022
1,1628365,14,12,3 Pointers,0.446,1.0,3.21,0.311,0.361,-0.05
2,1628365,14,14,2 Pointers,0.554,2.0,4.0,0.5,0.496,0.004
3,1628365,14,13,Less Than 6 Ft,0.267,1.0,1.93,0.519,0.607,-0.088
4,1628365,14,13,Less Than 10 Ft,0.356,1.36,2.57,0.528,0.545,-0.017
5,1628365,14,12,Greater Than 15 Ft,0.554,1.36,4.0,0.339,0.364,-0.024
0,202696,57,57,Overall,1.0,7.58,14.51,0.522,0.482,0.04
1,202696,57,48,3 Pointers,0.179,0.93,2.6,0.358,0.35,0.008
2,202696,57,57,2 Pointers,0.821,6.65,11.91,0.558,0.523,0.035
3,202696,57,56,Less Than 6 Ft,0.48,4.4,6.96,0.632,0.618,0.014
4,202696,57,57,Less Than 10 Ft,0.623,5.32,9.04,0.588,0.568,0.02
5,202696,57,53,Greater Than 15 Ft,0.299,1.68,4.33,0.389,0.374,0.015
0,203082,24,24,Overall,1.0,3.58,8.5,0.422,0.449,-0.027
1,203082,24,24,3 Pointers,0.368,1.0,3.13,0.32,0.374,-0.054
2,203082,24,24,2 Pointers,0.632,2.58,5.38,0.481,0.495,-0.015
3,203082,24,23,Less Than 6 Ft,0.333,1.71,2.83,0.603,0.604,-0.001
4,203082,24,23,Less Than 10 Ft,0.412,1.96,3.5,0.56,0.557,0.003
5,203082,24,24,Greater Than 15 Ft,0.525,1.58,4.46,0.355,0.378,-0.022
0,1628411,58,58,Overall,1.0,2.41,5.66,0.427,0.442,-0.016
1,1628411,58,50,3 Pointers,0.399,0.62,2.26,0.275,0.356,-0.082
2,1628411,58,56,2 Pointers,0.601,1.79,3.4,0.528,0.502,0.026
3,1628411,58,43,Less Than 6 Ft,0.302,1.09,1.71,0.636,0.611,0.025
4,1628411,58,45,Less Than 10 Ft,0.375,1.28,2.12,0.602,0.561,0.041
5,1628411,58,54,Greater Than 15 Ft,0.561,1.0,3.17,0.315,0.367,-0.052
0,1626185,72,72,Overall,1.0,3.92,8.93,0.439,0.46,-0.021
1,1626185,72,66,3 Pointers,0.347,1.04,3.1,0.336,0.361,-0.024
2,1626185,72,72,2 Pointers,0.653,2.88,5.83,0.493,0.508,-0.015
3,1626185,72,63,Less Than 6 Ft,0.365,1.82,3.26,0.557,0.611,-0.054
4,1626185,72,70,Less Than 10 Ft,0.477,2.17,4.26,0.508,0.56,-0.052
5,1626185,72,69,Greater Than 15 Ft,0.448,1.49,4.0,0.372,0.373,-0.002
0,203613,69,69,Overall,1.0,4.26,8.94,0.476,0.452,0.025
1,203613,69,66,3 Pointers,0.402,1.39,3.59,0.387,0.367,0.02
2,203613,69,69,2 Pointers,0.598,2.87,5.35,0.537,0.506,0.031
3,203613,69,68,Less Than 6 Ft,0.324,1.78,2.9,0.615,0.609,0.006
4,203613,69,68,Less Than 10 Ft,0.389,2.09,3.48,0.6,0.56,0.04
5,203613,69,68,Greater Than 15 Ft,0.545,1.94,4.87,0.399,0.377,0.022
0,202687,82,82,Overall,1.0,3.9,8.24,0.473,0.477,-0.003
1,202687,82,56,3 Pointers,0.163,0.51,1.34,0.382,0.369,0.013
2,202687,82,81,2 Pointers,0.837,3.39,6.9,0.491,0.515,-0.024
3,202687,82,78,Less Than 6 Ft,0.533,2.41,4.39,0.55,0.612,-0.062
4,202687,82,79,Less Than 10 Ft,0.67,2.78,5.52,0.503,0.562,-0.059
5,202687,82,69,Greater Than 15 Ft,0.266,0.93,2.2,0.422,0.38,0.042
0,1628503,12,12,Overall,1.0,3.25,6.67,0.488,0.436,0.051
1,1628503,12,11,3 Pointers,0.375,0.75,2.5,0.3,0.342,-0.042
2,1628503,12,12,2 Pointers,0.625,2.5,4.17,0.6,0.505,0.095
3,1628503,12,12,Less Than 6 Ft,0.363,1.75,2.42,0.724,0.631,0.093
4,1628503,12,12,Less Than 10 Ft,0.463,2.0,3.08,0.649,0.577,0.071
5,1628503,12,12,Greater Than 15 Ft,0.513,1.17,3.42,0.341,0.355,-0.013
0,1628681,14,14,Overall,1.0,1.71,4.86,0.353,0.431,-0.078
1,1628681,14,10,3 Pointers,0.588,0.93,2.86,0.325,0.352,-0.027
2,1628681,14,14,2 Pointers,0.412,0.79,2.0,0.393,0.48,-0.087
3,1628681,14,9,Less Than 6 Ft,0.206,0.57,1.0,0.571,0.585,-0.014
4,1628681,14,10,Less Than 10 Ft,0.25,0.57,1.21,0.471,0.535,-0.064
5,1628681,14,10,Greater Than 15 Ft,0.706,1.14,3.43,0.333,0.356,-0.023
0,201586,76,76,Overall,1.0,5.04,10.63,0.474,0.461,0.013
1,201586,76,72,3 Pointers,0.277,1.14,2.95,0.388,0.359,0.03
2,201586,76,75,2 Pointers,0.723,3.89,7.68,0.507,0.508,-0.001
3,201586,76,73,Less Than 6 Ft,0.397,2.45,4.22,0.579,0.622,-0.043
4,201586,76,74,Less Than 10 Ft,0.493,2.83,5.24,0.54,0.565,-0.025
5,201586,76,76,Greater Than 15 Ft,0.437,1.86,4.64,0.399,0.371,0.028
0,203506,75,75,Overall,1.0,5.05,11.24,0.45,0.45,0.0
1,203506,75,75,3 Pointers,0.472,1.92,5.31,0.362,0.366,-0.004
2,203506,75,75,2 Pointers,0.528,3.13,5.93,0.528,0.505,0.023
3,203506,75,73,Less Than 6 Ft,0.293,2.04,3.29,0.619,0.617,0.003
4,203506,75,74,Less Than 10 Ft,0.359,2.36,4.04,0.584,0.561,0.023
5,203506,75,75,Greater Than 15 Ft,0.588,2.37,6.61,0.359,0.376,-0.018
0,1627734,74,74,Overall,1.0,5.08,10.8,0.471,0.475,-0.004
1,1627734,74,62,3 Pointers,0.188,0.7,2.03,0.347,0.363,-0.017
2,1627734,74,73,2 Pointers,0.812,4.38,8.77,0.499,0.519,-0.019
3,1627734,74,73,Less Than 6 Ft,0.506,3.08,5.46,0.564,0.616,-0.051
4,1627734,74,73,Less Than 10 Ft,0.632,3.58,6.82,0.525,0.565,-0.04
5,1627734,74,71,Greater Than 15 Ft,0.305,1.16,3.3,0.352,0.376,-0.024
0,1628410,1,1,Overall,1.0,1.0,1.0,1.0,0.36,0.64
1,1628410,1,1,3 Pointers,1.0,1.0,1.0,1.0,0.342,0.658
2,1628410,1,0,2 Pointers,,,,,,
3,1628410,1,0,Less Than 6 Ft,,,,,,
4,1628410,1,0,Less Than 10 Ft,,,,,,
5,1628410,1,1,Greater Than 15 Ft,1.0,1.0,1.0,1.0,0.325,0.675
0,203087,80,80,Overall,1.0,3.86,8.78,0.44,0.437,0.003
1,203087,80,78,3 Pointers,0.47,1.53,4.13,0.37,0.362,0.007
2,203087,80,80,2 Pointers,0.53,2.34,4.65,0.503,0.495,0.008
3,203087,80,70,Less Than 6 Ft,0.215,1.38,1.89,0.728,0.614,0.114
4,203087,80,73,Less Than 10 Ft,0.296,1.68,2.6,0.644,0.558,0.087
5,203087,80,80,Greater Than 15 Ft,0.647,1.98,5.68,0.348,0.371,-0.023
0,1626167,65,65,Overall,1.0,6.69,13.86,0.483,0.482,0.001
1,1626167,65,54,3 Pointers,0.17,0.83,2.35,0.353,0.36,-0.007
2,1626167,65,65,2 Pointers,0.83,5.86,11.51,0.509,0.523,-0.014
3,1626167,65,65,Less Than 6 Ft,0.556,4.42,7.71,0.573,0.618,-0.045
4,1626167,65,65,Less Than 10 Ft,0.677,5.05,9.38,0.538,0.568,-0.03
5,1626167,65,60,Greater Than 15 Ft,0.275,1.45,3.82,0.379,0.374,0.005
0,204456,74,74,Overall,1.0,2.72,6.96,0.39,0.439,-0.049
1,204456,74,68,3 Pointers,0.4,1.01,2.78,0.364,0.364,0.0
2,204456,74,72,2 Pointers,0.6,1.7,4.18,0.408,0.486,-0.078
3,204456,74,49,Less Than 6 Ft,0.163,0.68,1.14,0.595,0.593,0.003
4,204456,74,64,Less Than 10 Ft,0.274,0.93,1.91,0.489,0.536,-0.047
5,204456,74,70,Greater Than 15 Ft,0.612,1.5,4.26,0.352,0.372,-0.02
0,203933,64,64,Overall,1.0,3.89,9.02,0.432,0.453,-0.022
1,203933,64,62,3 Pointers,0.423,1.36,3.81,0.357,0.363,-0.007
2,203933,64,62,2 Pointers,0.577,2.53,5.2,0.486,0.504,-0.018
3,203933,64,57,Less Than 6 Ft,0.26,1.56,2.34,0.667,0.618,0.049
4,203933,64,58,Less Than 10 Ft,0.329,1.84,2.97,0.621,0.565,0.056
5,203933,64,63,Greater Than 15 Ft,0.594,1.78,5.36,0.332,0.37,-0.038
0,1628388,46,46,Overall,1.0,1.78,3.65,0.488,0.446,0.042
1,1628388,46,33,3 Pointers,0.381,0.5,1.39,0.359,0.366,-0.007
2,1628388,46,41,2 Pointers,0.619,1.28,2.26,0.567,0.5,0.067
3,1628388,46,31,Less Than 6 Ft,0.369,0.89,1.35,0.661,0.611,0.051
4,1628388,46,38,Less Than 10 Ft,0.464,1.07,1.7,0.628,0.559,0.069
5,1628388,46,37,Greater Than 15 Ft,0.464,0.63,1.7,0.372,0.367,0.005
0,202709,82,82,Overall,1.0,4.35,9.61,0.453,0.443,0.01
1,202709,82,82,3 Pointers,0.443,1.49,4.26,0.35,0.361,-0.012
2,202709,82,80,2 Pointers,0.557,2.87,5.35,0.535,0.494,0.042
3,202709,82,69,Less Than 6 Ft,0.216,1.32,2.07,0.635,0.604,0.031
4,202709,82,75,Less Than 10 Ft,0.311,1.76,2.99,0.588,0.547,0.041
5,202709,82,82,Greater Than 15 Ft,0.615,2.24,5.91,0.379,0.376,0.003
0,1628432,21,21,Overall,1.0,1.67,3.52,0.473,0.453,0.02
1,1628432,21,15,3 Pointers,0.311,0.38,1.1,0.348,0.354,-0.006
2,1628432,21,19,2 Pointers,0.689,1.29,2.43,0.529,0.497,0.033
3,1628432,21,14,Less Than 6 Ft,0.311,0.76,1.1,0.696,0.618,0.077
4,1628432,21,16,Less Than 10 Ft,0.405,0.9,1.43,0.633,0.559,0.074
5,1628432,21,20,Greater Than 15 Ft,0.5,0.67,1.76,0.378,0.358,0.02
0,1628387,9,9,Overall,1.0,1.33,2.22,0.6,0.44,0.16
1,1628387,9,1,3 Pointers,0.05,0.11,0.11,1.0,0.275,0.725
2,1628387,9,9,2 Pointers,0.95,1.22,2.11,0.579,0.464,0.115
3,1628387,9,9,Less Than 6 Ft,0.8,1.11,1.78,0.625,0.542,0.084
4,1628387,9,9,Less Than 10 Ft,0.85,1.11,1.89,0.588,0.488,0.1
5,1628387,9,2,Greater Than 15 Ft,0.1,0.11,0.22,0.5,0.244,0.257
0,1626202,43,43,Overall,1.0,1.47,3.51,0.417,0.427,-0.01
1,1626202,43,32,3 Pointers,0.424,0.28,1.49,0.188,0.342,-0.154
2,1626202,43,38,2 Pointers,0.576,1.19,2.02,0.586,0.475,0.111
3,1626202,43,26,Less Than 6 Ft,0.238,0.72,0.84,0.861,0.597,0.264
4,1626202,43,34,Less Than 10 Ft,0.331,0.84,1.16,0.72,0.54,0.18
5,1626202,43,37,Greater Than 15 Ft,0.563,0.44,1.98,0.224,0.365,-0.141
0,1627777,3,3,Overall,1.0,1.33,2.67,0.5,0.442,0.058
1,1627777,3,1,3 Pointers,0.25,0.33,0.67,0.5,0.402,0.099
2,1627777,3,3,2 Pointers,0.75,1.0,2.0,0.5,0.457,0.043
3,1627777,3,1,Less Than 6 Ft,0.125,0.33,0.33,1.0,0.549,0.451
4,1627777,3,1,Less Than 10 Ft,0.25,0.33,0.67,0.5,0.467,0.033
5,1627777,3,2,Greater Than 15 Ft,0.5,0.67,1.33,0.5,0.375,0.125
0,1627732,80,80,Overall,1.0,4.79,11.56,0.414,0.46,-0.046
1,1627732,80,78,3 Pointers,0.404,1.43,4.68,0.305,0.36,-0.055
2,1627732,80,79,2 Pointers,0.596,3.36,6.89,0.488,0.508,-0.02
3,1627732,80,74,Less Than 6 Ft,0.222,1.43,2.56,0.556,0.621,-0.065
4,1627732,80,79,Less Than 10 Ft,0.331,1.95,3.83,0.51,0.569,-0.059
5,1627732,80,80,Greater Than 15 Ft,0.586,2.36,6.78,0.349,0.376,-0.027
0,1627788,11,11,Overall,1.0,1.73,2.73,0.633,0.422,0.212
1,1627788,11,4,3 Pointers,0.267,0.45,0.73,0.625,0.355,0.27
2,1627788,11,11,2 Pointers,0.733,1.27,2.0,0.636,0.475,0.161
3,1627788,11,5,Less Than 6 Ft,0.233,0.64,0.64,1.0,0.591,0.409
4,1627788,11,7,Less Than 10 Ft,0.367,0.91,1.0,0.909,0.541,0.368
5,1627788,11,8,Greater Than 15 Ft,0.6,0.73,1.64,0.444,0.341,0.103
0,203954,62,62,Overall,1.0,5.82,14.24,0.409,0.486,-0.077
1,203954,62,56,3 Pointers,0.177,0.73,2.52,0.288,0.362,-0.074
2,203954,62,62,2 Pointers,0.823,5.1,11.73,0.435,0.524,-0.09
3,203954,62,62,Less Than 6 Ft,0.459,3.27,6.53,0.501,0.622,-0.121
4,203954,62,62,Less Than 10 Ft,0.573,3.82,8.16,0.468,0.572,-0.104
5,203954,62,62,Greater Than 15 Ft,0.335,1.5,4.77,0.314,0.377,-0.063
0,203526,40,40,Overall,1.0,2.1,5.08,0.414,0.444,-0.03
1,203526,40,33,3 Pointers,0.374,0.55,1.9,0.289,0.354,-0.065
2,203526,40,37,2 Pointers,0.626,1.55,3.18,0.488,0.491,-0.003
3,203526,40,28,Less Than 6 Ft,0.227,0.68,1.15,0.587,0.595,-0.008
4,203526,40,29,Less Than 10 Ft,0.345,0.88,1.75,0.5,0.54,-0.04
5,203526,40,36,Greater Than 15 Ft,0.527,0.85,2.68,0.318,0.375,-0.057
0,1626643,2,2,Overall,1.0,0.5,1.5,0.333,0.411,-0.077
1,1626643,2,2,3 Pointers,0.667,0.0,1.0,0.0,0.379,-0.379
2,1626643,2,1,2 Pointers,0.333,0.5,0.5,1.0,0.448,0.552
3,1626643,2,1,Less Than 6 Ft,0.333,0.5,0.5,1.0,0.468,0.532
4,1626643,2,1,Less Than 10 Ft,0.333,0.5,0.5,1.0,0.471,0.529
5,1626643,2,2,Greater Than 15 Ft,0.667,0.0,1.0,0.0,0.361,-0.361
0,1626158,46,46,Overall,1.0,3.24,7.17,0.452,0.472,-0.02
1,1626158,46,37,3 Pointers,0.252,0.63,1.8,0.349,0.351,-0.002
2,1626158,46,44,2 Pointers,0.748,2.61,5.37,0.486,0.517,-0.031
3,1626158,46,42,Less Than 6 Ft,0.43,1.76,3.09,0.57,0.625,-0.054
4,1626158,46,42,Less Than 10 Ft,0.539,2.04,3.87,0.528,0.568,-0.04
5,1626158,46,39,Greater Than 15 Ft,0.388,1.0,2.78,0.359,0.371,-0.011
0,1626164,54,54,Overall,1.0,4.93,10.74,0.459,0.445,0.014
1,1626164,54,53,3 Pointers,0.428,1.78,4.59,0.387,0.359,0.028
2,1626164,54,54,2 Pointers,0.572,3.15,6.15,0.512,0.498,0.014
3,1626164,54,54,Less Than 6 Ft,0.257,1.85,2.76,0.671,0.601,0.07
4,1626164,54,54,Less Than 10 Ft,0.336,2.24,3.61,0.621,0.553,0.068
5,1626164,54,53,Greater Than 15 Ft,0.584,2.41,6.28,0.383,0.373,0.01
0,1626163,78,78,Overall,1.0,4.77,9.6,0.497,0.457,0.04
1,1626163,78,73,3 Pointers,0.346,1.42,3.32,0.429,0.366,0.062
2,1626163,78,78,2 Pointers,0.654,3.35,6.28,0.533,0.506,0.026
3,1626163,78,72,Less Than 6 Ft,0.311,1.86,2.99,0.622,0.611,0.011
4,1626163,78,74,Less Than 10 Ft,0.421,2.36,4.04,0.584,0.555,0.029
5,1626163,78,77,Greater Than 15 Ft,0.514,2.1,4.94,0.426,0.378,0.048
0,1626162,81,81,Overall,1.0,4.01,8.26,0.486,0.449,0.037
1,1626162,81,79,3 Pointers,0.423,1.28,3.49,0.367,0.36,0.008
2,1626162,81,80,2 Pointers,0.577,2.73,4.77,0.573,0.501,0.071
3,1626162,81,74,Less Than 6 Ft,0.311,1.81,2.57,0.707,0.611,0.096
4,1626162,81,77,Less Than 10 Ft,0.375,2.05,3.1,0.661,0.556,0.105
5,1626162,81,80,Greater Than 15 Ft,0.567,1.75,4.68,0.375,0.369,0.006
0,1628367,77,77,Overall,1.0,3.87,8.14,0.475,0.449,0.026
1,1628367,77,73,3 Pointers,0.397,1.18,3.23,0.365,0.364,0.001
2,1628367,77,74,2 Pointers,0.603,2.69,4.91,0.548,0.502,0.045
3,1628367,77,69,Less Than 6 Ft,0.327,1.58,2.66,0.595,0.614,-0.019
4,1628367,77,70,Less Than 10 Ft,0.388,1.83,3.16,0.58,0.559,0.021
5,1628367,77,75,Greater Than 15 Ft,0.531,1.68,4.32,0.387,0.376,0.012
0,1628409,18,18,Overall,1.0,1.78,4.17,0.427,0.435,-0.008
1,1628409,18,12,3 Pointers,0.4,0.78,1.67,0.467,0.351,0.116
2,1628409,18,16,2 Pointers,0.6,1.0,2.5,0.4,0.491,-0.091
3,1628409,18,14,Less Than 6 Ft,0.36,0.72,1.5,0.481,0.577,-0.096
