,PLAYER_ID,left_corner_3,right_corner_3,left_wing_3,right_wing_3,center_3,deep_3,heave,left_baseline_deep_2,right_baseline_deep_2,left_wing_deep_2,right_wing_deep_2,left_baseline_short_2,right_baseline_short_2,left_wing_short_2,right_wing_short_2,deep_center_2,short_center_2,floater_range,in_the_paint,restricted_area
Stephen Zimmerman 2016,1627757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0
Stephen Zimmerman 2017,1627757.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0
Stephon Marbury 2009,950.0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,2.0,14.0
Sterling Brown 2017,1628425.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0
Sterling Brown 2018,1628425.0,15.0,11.0,8.0,11.0,3.0,0.0,0.0,0.0,1.0,6.0,0.0,4.0,1.0,0.0,1.0,0.0,3.0,3.0,5.0,54.0
Sterling Brown 2019,1628425.0,15.0,10.0,13.0,15.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,6.0,74.0
Sterling Brown 2020,1628425.0,4.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,11.0
Steve Blake 2007,2581.0,12.0,10.0,12.0,5.0,9.0,0.0,0.0,16.0,9.0,18.0,3.0,2.0,3.0,5.0,4.0,0.0,12.0,5.0,3.0,30.0
Steve Francis 1999,1883.0,1.0,2.0,17.0,4.0,7.0,0.0,0.0,2.0,2.0,18.0,2.0,6.0,1.0,8.0,4.0,0.0,8.0,4.0,10.0,74.0
Steve Francis 2000,1883.0,7.0,6.0,53.0,23.0,12.0,2.0,0.0,18.0,1.0,52.0,6.0,9.0,8.0,9.0,10.0,0.0,14.0,15.0,18.0,261.0
Steve Francis 2001,1883.0,22.0,5.0,43.0,36.0,9.0,0.0,1.0,12.0,2.0,42.0,3.0,14.0,3.0,9.0,10.0,0.0,24.0,18.0,45.0,196.0
Steve Francis 2002,1883.0,13.0,2.0,30.0,31.0,16.0,1.0,0.0,20.0,11.0,48.0,5.0,3.0,8.0,36.0,19.0,0.0,31.0,14.0,18.0,253.0
Steve Francis 2003,1883.0,10.0,7.0,21.0,24.0,14.0,1.0,0.0,16.0,4.0,37.0,9.0,7.0,13.0,22.0,23.0,0.0,43.0,15.0,16.0,229.0
Steve Francis 2004,1883.0,3.0,5.0,9.0,15.0,11.0,0.0,0.0,4.0,6.0,12.0,8.0,8.0,7.0,3.0,14.0,0.0,18.0,6.0,13.0,115.0
Steve Francis 2007,1883.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0
Steve Goodrich 2001,1864.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Steve Kerr 2001,70.0,1.0,3.0,5.0,3.0,1.0,0.0,0.0,5.0,5.0,9.0,3.0,0.0,3.0,4.0,3.0,0.0,2.0,4.0,3.0,4.0
Steve Kerr 2002,70.0,1.0,0.0,6.0,5.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,0.0,1.0,1.0,2.0,0.0,4.0,5.0,3.0,2.0
Steve Nash 1999,959.0,2.0,1.0,6.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,7.0
Steve Nash 2000,959.0,8.0,9.0,37.0,20.0,18.0,0.0,0.0,10.0,7.0,34.0,2.0,18.0,13.0,11.0,14.0,0.0,7.0,26.0,28.0,70.0
Steve Nash 2001,959.0,7.0,9.0,35.0,35.0,21.0,0.0,0.0,7.0,10.0,24.0,9.0,9.0,11.0,12.0,16.0,0.0,18.0,24.0,26.0,147.0
Steve Nash 2002,959.0,8.0,7.0,32.0,44.0,32.0,0.0,0.0,12.0,24.0,24.0,5.0,13.0,14.0,10.0,15.0,0.0,14.0,33.0,41.0,185.0
Steve Nash 2003,959.0,4.0,9.0,37.0,48.0,28.0,0.0,0.0,8.0,10.0,31.0,6.0,12.0,12.0,10.0,11.0,0.0,24.0,23.0,58.0,135.0
Steve Nash 2004,959.0,1.0,4.0,21.0,18.0,15.0,0.0,0.0,11.0,10.0,16.0,4.0,14.0,11.0,8.0,7.0,0.0,12.0,20.0,26.0,67.0
Steve Novak 2010,200779.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steve Novak 2011,200779.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Steven Adams 2013,203500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,32.0
Steven Adams 2014,203500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,33.0,121.0
Steven Adams 2015,203500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,6.0,30.0,155.0
Steven Adams 2016,203500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,8.0,68.0,257.0
Steven Adams 2017,203500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,85.0,295.0
Steven Adams 2018,203500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,1.0,26.0,68.0,390.0
Steven Adams 2019,203500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,18.0,76.0,298.0
Steven Adams 2020,203500.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,13.0,24.0,72.0
Steven Hill 2008,201631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Steven Hunter 2007,2212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Steven Hunter 2008,2212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
Steven Smith 2003,120.0,2.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,7.0,11.0
Steven Smith 2004,120.0,7.0,10.0,8.0,5.0,4.0,0.0,0.0,4.0,2.0,6.0,2.0,5.0,1.0,1.0,0.0,0.0,1.0,2.0,10.0,19.0
Steven Smith 2006,200848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Stromile Swift 2005,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,9.0,1.0,17.0,64.0
Stromile Swift 2006,2031.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,8.0,5.0,1.0,1.0,0.0,11.0,3.0,12.0,83.0
Sun Sun 2008,201180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Sundiata Gaines 2010,202178.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0
Svi Mykhailiuk 2018,1629004.0,3.0,2.0,5.0,5.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0
Svi Mykhailiuk 2019,1629004.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,5.0
T.J. Ford 2003,2551.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,4.0,0.0,3.0,0.0,1.0,6.0,4.0,6.0,0.0,5.0,0.0,7.0,42.0
T.J. Ford 2004,2551.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,3.0,3.0,5.0,1.0,0.0,4.0,6.0,5.0,35.0
T.J. Ford 2005,2551.0,4.0,5.0,4.0,2.0,1.0,1.0,0.0,3.0,3.0,2.0,1.0,6.0,7.0,5.0,2.0,0.0,3.0,12.0,15.0,48.0
T.J. Ford 2006,2551.0,5.0,5.0,6.0,2.0,0.0,0.0,0.0,5.0,5.0,8.0,0.0,15.0,11.0,9.0,9.0,0.0,9.0,12.0,16.0,90.0
T.J. McConnell 2019,204456.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,12.0,2.0,5.0,0.0,3.0,12.0,19.0,42.0
T.J. McConnell 2020,204456.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,6.0,0.0,1.0,11.0,17.0,38.0
T.J. Warren 2019,203933.0,19.0,4.0,12.0,6.0,1.0,0.0,0.0,4.0,0.0,10.0,1.0,16.0,5.0,5.0,3.0,0.0,13.0,28.0,31.0,90.0
T.J. Warren 2020,203933.0,11.0,5.0,6.0,2.0,3.0,0.0,0.0,1.0,1.0,7.0,0.0,9.0,5.0,5.0,7.0,0.0,11.0,19.0,25.0,103.0
TJ Leaf 2017,1628388.0,0.0,4.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,3.0,16.0
TJ Leaf 2018,1628388.0,1.0,0.0,5.0,1.0,3.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,28.0
TJ Leaf 2019,1628388.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,4.0,17.0,73.0
TJ Leaf 2020,1628388.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tacko Fall 2019,1629605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
Tacko Fall 2020,1629605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Tahjere McCall 2019,1628769.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Taj Gibson 2009,201959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,3.0,0.0,7.0,4.0,4.0,4.0,0.0,11.0,2.0,13.0,49.0
Taj Gibson 2010,201959.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,20.0,2.0,1.0,9.0,7.0,7.0,9.0,0.0,13.0,15.0,32.0,174.0
Taj Gibson 2011,201959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,11.0,11.0,93.0
Taj Gibson 2012,201959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,15.0,1.0,0.0,9.0,13.0,3.0,6.0,0.0,8.0,7.0,29.0,157.0
Taj Gibson 2013,201959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,7.0,2.0,0.0,17.0,7.0,1.0,3.0,0.0,16.0,10.0,30.0,184.0
Taj Gibson 2014,201959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,21.0,0.0,1.0,37.0,13.0,4.0,9.0,0.0,14.0,14.0,42.0,219.0
Taj Gibson 2015,201959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,0.0,11.0,10.0,4.0,4.0,0.0,8.0,11.0,20.0,160.0
Taj Gibson 2016,201959.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,7.0,1.0,1.0,9.0,5.0,1.0,10.0,0.0,11.0,19.0,55.0,220.0
Taj Gibson 2017,201959.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,3.0,16.0,63.0
Tamar Slay 2002,2447.0,0.0,1.0,3.0,3.0,0.0,0.0,0.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,3.0,8.0
Tamar Slay 2003,2447.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,1.0,9.0
Tamar Slay 2004,2447.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
Tang Hamilton 2001,2347.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0
Tarence Kinsey 2008,200814.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
Tarence Kinsey 2009,200814.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,2.0,3.0,2.0,9.0
Tarik Black 2014,204028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,42.0
Tarik Black 2017,204028.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0
Tarik Black 2018,204028.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,34.0
Tariq Abdul-Wahad 2003,1505.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,2.0,18.0
Tariq Owens 2020,1629745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Taurean Green 2008,201192.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Taurean Prince 2016,1627752.0,2.0,0.0,1.0,4.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
Taurean Prince 2017,1627752.0,17.0,24.0,24.0,17.0,12.0,0.0,0.0,1.0,1.0,11.0,0.0,3.0,10.0,1.0,0.0,0.0,5.0,6.0,17.0,129.0
Taurean Prince 2018,1627752.0,19.0,26.0,46.0,34.0,33.0,1.0,0.0,1.0,1.0,24.0,0.0,6.0,5.0,5.0,1.0,0.0,7.0,22.0,33.0,100.0
Taurean Prince 2019,1627752.0,14.0,16.0,24.0,9.0,8.0,1.0,0.0,1.0,1.0,15.0,0.0,3.0,2.0,1.0,2.0,0.0,5.0,6.0,10.0,48.0
Taylor Griffin 2009,201981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Taylor Griffin 2010,201981.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tayshaun Prince 2015,2419.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,5.0,9.0
Terance Mann 2019,1629611.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,14.0
Terance Mann 2020,1629611.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Terence Davis 2019,1629056.0,4.0,8.0,12.0,8.0,10.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,41.0
Terence Davis 2020,1629056.0,7.0,8.0,14.0,12.0,5.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,45.0
Terence Morris 2001,2242.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.0
Terence Morris 2002,2242.0,3.0,3.0,4.0,0.0,3.0,0.0,0.0,9.0,7.0,8.0,1.0,0.0,2.0,3.0,2.0,0.0,8.0,0.0,8.0,60.0
Terence Morris 2003,2242.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,9.0,3.0,2.0,1.0,2.0,0.0,2.0,3.0,0.0,7.0,0.0,1.0,21.0
Terrance Ferguson 2017,1628390.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0
Terrance Ferguson 2018,1628390.0,21.0,17.0,12.0,8.0,2.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,38.0
Terrance Ferguson 2019,1628390.0,33.0,28.0,19.0,22.0,10.0,1.0,0.0,0.0,3.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,2.0,54.0
Terrance Ferguson 2020,1628390.0,3.0,5.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Terrel Harris 2013,202227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Terrell Brandon 1999,210.0,0.0,1.0,3.0,5.0,2.0,0.0,0.0,23.0,12.0,8.0,5.0,10.0,9.0,10.0,6.0,0.0,14.0,8.0,10.0,39.0
Terrell Brandon 2000,210.0,1.0,6.0,18.0,14.0,11.0,0.0,0.0,60.0,22.0,41.0,8.0,21.0,18.0,33.0,30.0,0.0,41.0,30.0,25.0,81.0
Terrell Brandon 2001,210.0,0.0,3.0,10.0,6.0,7.0,0.0,0.0,50.0,33.0,38.0,8.0,39.0,19.0,29.0,25.0,0.0,29.0,17.0,23.0,116.0
Terrell Brandon 2002,210.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6.0,1.0,3.0,2.0,3.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,13.0
Terrence Jones 2016,203093.0,0.0,0.0,1.0,7.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,4.0,0.0,3.0,0.0,0.0,3.0,4.0,18.0,89.0
Terrence Jones 2017,203093.0,0.0,0.0,1.0,5.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,3.0,19.0,55.0
Terrence Ross 2017,203082.0,10.0,6.0,22.0,22.0,13.0,1.0,0.0,3.0,1.0,19.0,5.0,3.0,0.0,7.0,9.0,0.0,11.0,16.0,14.0,34.0
Terrence Ross 2018,203082.0,7.0,2.0,26.0,30.0,11.0,0.0,1.0,2.0,4.0,20.0,2.0,1.0,4.0,2.0,13.0,0.0,28.0,12.0,7.0,13.0
Terrence Ross 2019,203082.0,12.0,11.0,60.0,68.0,51.0,2.0,0.0,3.0,1.0,34.0,2.0,6.0,8.0,3.0,13.0,0.0,40.0,21.0,19.0,62.0
Terrence Ross 2020,203082.0,7.0,4.0,27.0,34.0,25.0,2.0,0.0,3.0,1.0,9.0,0.0,1.0,1.0,1.0,3.0,0.0,12.0,10.0,7.0,34.0
Terrence Williams 2013,201944.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,0.0,4.0,5.0,2.0,23.0
Terry Cummings 1999,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,10.0,6.0,7.0,5.0,0.0,4.0,3.0,7.0,19.0
Terry Cummings 2000,187.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
Terry Davis 2000,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,5.0
Terry Davis 2001,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
Terry Mills 2000,371.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
Terry Mills 2001,371.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
Terry Porter 1999,345.0,7.0,4.0,14.0,12.0,8.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,1.0,4.0,1.0,0.0,4.0,3.0,3.0,18.0
Terry Porter 2000,345.0,13.0,8.0,22.0,19.0,4.0,1.0,0.0,3.0,3.0,17.0,2.0,7.0,4.0,8.0,6.0,0.0,5.0,3.0,4.0,50.0
Terry Porter 2001,345.0,10.0,23.0,24.0,25.0,12.0,0.0,0.0,8.0,4.0,18.0,1.0,8.0,1.0,8.0,4.0,0.0,3.0,1.0,11.0,56.0
Terry Porter 2002,345.0,4.0,8.0,3.0,6.0,8.0,0.0,0.0,3.0,1.0,7.0,2.0,3.0,0.0,3.0,2.0,0.0,6.0,3.0,3.0,11.0
Terry Rozier 2015,1626179.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,5.0
Terry Rozier 2016,1626179.0,3.0,3.0,8.0,9.0,3.0,0.0,0.0,4.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,8.0,7.0,30.0
Terry Rozier 2017,1626179.0,13.0,4.0,37.0,21.0,19.0,2.0,0.0,4.0,2.0,18.0,2.0,2.0,3.0,1.0,3.0,0.0,11.0,8.0,11.0,65.0
Terry Rozier 2018,1626179.0,21.0,4.0,44.0,44.0,27.0,2.0,0.0,1.0,3.0,26.0,1.0,3.0,1.0,2.0,4.0,0.0,16.0,16.0,25.0,76.0
Terry Rozier 2019,1626179.0,13.0,3.0,25.0,17.0,7.0,2.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,12.0,7.0,50.0
Thabo Sefolosha 2014,200757.0,6.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,36.0
Thabo Sefolosha 2015,200757.0,11.0,10.0,4.0,6.0,2.0,0.0,0.0,3.0,8.0,4.0,0.0,2.0,1.0,1.0,1.0,0.0,4.0,1.0,8.0,75.0
Thabo Sefolosha 2016,200757.0,12.0,11.0,10.0,8.0,0.0,0.0,1.0,6.0,3.0,8.0,1.0,2.0,3.0,4.0,2.0,0.0,7.0,5.0,11.0,104.0
Thabo Sefolosha 2017,200757.0,5.0,5.0,6.0,6.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,2.0,43.0
Thaddeus Young 2019,201152.0,8.0,5.0,7.0,7.0,8.0,0.0,0.0,1.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,21.0,51.0
Thaddeus Young 2020,201152.0,21.0,1.0,12.0,7.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,2.0,26.0,79.0
Thanasis Antetokounmpo 2019,203648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0
Thanasis Antetokounmpo 2020,203648.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
Theo Pinson 2018,1629033.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Theo Pinson 2019,1629033.0,0.0,2.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,30.0
Theo Pinson 2020,1629033.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
Theo Ratliff 2001,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0
Theo Ratliff 2002,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,12.0,5.0,2.0,1.0,0.0,1.0,3.0,14.0,45.0
Theo Ratliff 2003,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,2.0,0.0,30.0,19.0,5.0,6.0,0.0,12.0,32.0,49.0,118.0
Theo Ratliff 2004,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,6.0,2.0,4.0,0.0,4.0,4.0,9.0,36.0
Theron Smith 2004,2604.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0
