,PLAYER_ID,left_corner_3,right_corner_3,left_wing_3,right_wing_3,center_3,deep_3,heave,left_baseline_deep_2,right_baseline_deep_2,left_wing_deep_2,right_wing_deep_2,left_baseline_short_2,right_baseline_short_2,left_wing_short_2,right_wing_short_2,deep_center_2,short_center_2,floater_range,in_the_paint,restricted_area
Thomas Bryant 2018,1628418.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
Thomas Gardner 2008,201242.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas Gardner 2009,201242.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Thomas Hamilton 1999,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0
Thomas Hamilton 2000,676.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Thomas Robinson 2013,203080.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,30.0
Thomas Welsh 2018,1629118.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Thomas Welsh 2019,1629118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
Thon Maker 2016,1627748.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Thon Maker 2017,1627748.0,6.0,8.0,9.0,8.0,4.0,0.0,0.0,2.0,3.0,10.0,0.0,1.0,3.0,1.0,1.0,0.0,0.0,2.0,9.0,57.0
Thon Maker 2018,1627748.0,8.0,15.0,6.0,9.0,3.0,0.0,0.0,2.0,2.0,5.0,0.0,1.0,4.0,1.0,3.0,0.0,7.0,5.0,8.0,51.0
Thon Maker 2019,1627748.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
Tiago Splitter 2015,201168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,47.0
Tiago Splitter 2016,201168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,26.0
Tibor Pleiss 2015,202353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tibor Pleiss 2016,202353.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
Tierre Brown 2003,2357.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,2.0,4.0,17.0
Tim Duncan 1999,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,33.0,26.0,5.0,2.0,0.0,10.0,11.0,64.0,117.0
Tim Duncan 2000,1495.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,16.0,5.0,3.0,0.0,75.0,53.0,13.0,11.0,0.0,26.0,23.0,128.0,225.0
Tim Duncan 2001,1495.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,22.0,6.0,2.0,0.0,76.0,63.0,17.0,3.0,0.0,21.0,40.0,160.0,317.0
Tim Duncan 2002,1495.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,5.0,7.0,4.0,2.0,94.0,52.0,17.0,7.0,0.0,24.0,38.0,183.0,343.0
Tim Duncan 2003,1495.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,7.0,2.0,3.0,0.0,66.0,35.0,9.0,7.0,0.0,34.0,32.0,138.0,329.0
Tim Duncan 2004,1495.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,18.0,2.0,5.0,0.0,78.0,29.0,5.0,9.0,0.0,36.0,20.0,116.0,295.0
Tim Duncan 2005,1495.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,2.0,6.0,0.0,65.0,26.0,10.0,7.0,0.0,23.0,18.0,109.0,225.0
Tim Duncan 2006,1495.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,6.0,2.0,30.0,23.0,6.0,1.0,0.0,24.0,13.0,138.0,304.0
Tim Duncan 2007,1495.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,1.0,0.0,59.0,20.0,6.0,4.0,0.0,25.0,8.0,126.0,298.0
Tim Duncan 2008,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,5.0,9.0,0.0,54.0,32.0,12.0,9.0,0.0,39.0,11.0,152.0,302.0
Tim Duncan 2009,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,7.0,0.0,54.0,37.0,10.0,5.0,0.0,28.0,18.0,123.0,230.0
Tim Duncan 2010,1495.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,4.0,2.0,0.0,50.0,19.0,8.0,14.0,0.0,27.0,20.0,117.0,239.0
Tim Duncan 2011,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,5.0,0.0,30.0,12.0,10.0,7.0,0.0,29.0,8.0,49.0,96.0
Tim Duncan 2012,1495.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0,2.0,20.0,0.0,53.0,14.0,19.0,16.0,0.0,74.0,19.0,67.0,259.0
Tim Duncan 2013,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,18.0,1.0,33.0,11.0,23.0,12.0,0.0,41.0,16.0,57.0,203.0
Tim Duncan 2014,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,1.0,25.0,17.0,16.0,12.0,0.0,34.0,11.0,109.0,217.0
Tim Duncan 2015,1495.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,1.0,21.0,13.0,3.0,5.0,0.0,17.0,13.0,88.0,172.0
Tim Duncan 2016,1495.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,6.0,3.0,27.0,66.0
Tim Frazier 2016,204025.0,0.0,1.0,16.0,14.0,11.0,0.0,0.0,3.0,1.0,7.0,3.0,2.0,7.0,5.0,9.0,0.0,13.0,7.0,14.0,82.0
Tim Frazier 2017,204025.0,1.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,1.0,5.0,22.0
Tim Frazier 2018,204025.0,3.0,4.0,5.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,25.0
Tim Frazier 2019,204025.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,3.0,14.0
Tim Hardaway 2001,896.0,3.0,7.0,10.0,14.0,11.0,0.0,0.0,2.0,3.0,9.0,1.0,3.0,2.0,1.0,2.0,0.0,1.0,1.0,3.0,19.0
Tim Hardaway 2002,896.0,6.0,2.0,9.0,20.0,11.0,2.0,0.0,1.0,2.0,5.0,0.0,2.0,2.0,2.0,0.0,0.0,7.0,2.0,2.0,9.0
Tim Hardaway Jr. 2015,203501.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tim Hardaway Jr. 2016,203501.0,10.0,21.0,11.0,26.0,19.0,0.0,1.0,4.0,1.0,9.0,2.0,2.0,3.0,5.0,5.0,0.0,8.0,8.0,11.0,95.0
Tim Hardaway Jr. 2017,203501.0,3.0,12.0,21.0,37.0,33.0,1.0,0.0,0.0,6.0,13.0,1.0,2.0,1.0,0.0,4.0,0.0,15.0,11.0,11.0,127.0
Tim James 2000,1906.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tim Legler 1999,100.0,0.0,1.0,2.0,4.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,2.0,7.0
Tim Ohlbrecht 2013,203317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tim Quarterman 2018,1627817.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Tim Thomas 2005,1501.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Tim Thomas 2009,1501.0,3.0,0.0,5.0,7.0,4.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,9.0
Tim Young 1999,1937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Tim Young 2000,1937.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0
Timofey Mozgov 2015,202389.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,2.0,1.0,10.0,1.0,1.0,0.0,0.0,6.0,3.0,17.0,217.0
Timofey Mozgov 2016,202389.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,7.0,2.0,2.0,1.0,0.0,3.0,2.0,15.0,95.0
Timothe Luwawu-Cabarrot 2019,1627789.0,6.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,31.0
Tito Maddox 2002,2432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tito Maddox 2003,2432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Tobias Harris 2018,202699.0,15.0,21.0,31.0,45.0,28.0,1.0,0.0,3.0,0.0,22.0,1.0,16.0,8.0,5.0,5.0,0.0,35.0,48.0,68.0,183.0
Tobias Harris 2019,202699.0,5.0,3.0,13.0,16.0,4.0,0.0,0.0,1.0,0.0,7.0,0.0,4.0,2.0,3.0,3.0,0.0,5.0,9.0,27.0,45.0
Toby Bailey 1999,1753.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,11.0
Toby Bailey 2000,1753.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,4.0,0.0,2.0,2.0,0.0,2.0,1.0,1.0,20.0
Todd Day 2000,103.0,2.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0
Todd Day 2001,103.0,1.0,3.0,6.0,5.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0
Todd Fuller 2000,957.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0
Todd MacCulloch 2001,1928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,2.0,22.0,92.0
Todd MacCulloch 2002,1928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,22.0,95.0
Tom Gugliotta 2005,339.0,0.0,2.0,3.0,2.0,1.0,0.0,0.0,5.0,12.0,5.0,0.0,3.0,7.0,3.0,4.0,0.0,10.0,7.0,3.0,18.0
Tom Hammonds 1999,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,6.0
Tom Hammonds 2000,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,1.0,2.0,0.0,1.0,0.0,7.0,15.0
Tom Hammonds 2001,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tomas Satoransky 2019,203107.0,9.0,6.0,13.0,6.0,7.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,9.0,22.0,50.0
Tomas Satoransky 2020,203107.0,5.0,2.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,2.0,0.0,4.0,10.0,15.0,54.0
Toney Douglas 2015,201962.0,3.0,2.0,6.0,7.0,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,7.0,23.0
Toney Douglas 2016,201962.0,9.0,10.0,20.0,18.0,7.0,0.0,0.0,0.0,3.0,15.0,1.0,0.0,3.0,2.0,1.0,0.0,7.0,7.0,4.0,41.0
Toni Kukoc 2001,389.0,6.0,7.0,22.0,18.0,5.0,0.0,0.0,8.0,6.0,17.0,2.0,5.0,9.0,0.0,6.0,0.0,2.0,5.0,22.0,89.0
Toni Kukoc 2002,389.0,5.0,4.0,8.0,12.0,4.0,0.0,0.0,4.0,2.0,5.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,2.0,7.0,61.0
Tony Allen 2004,2754.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,41.0
Tony Allen 2005,2754.0,4.0,3.0,1.0,0.0,2.0,0.0,0.0,11.0,4.0,5.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,3.0,92.0
Tony Allen 2006,2754.0,2.0,6.0,2.0,4.0,1.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,3.0,3.0,15.0,173.0
Tony Allen 2007,2754.0,0.0,4.0,5.0,2.0,0.0,0.0,0.0,1.0,2.0,3.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,7.0,50.0
Tony Allen 2008,2754.0,6.0,2.0,3.0,2.0,1.0,0.0,0.0,4.0,3.0,4.0,1.0,4.0,1.0,3.0,4.0,0.0,9.0,0.0,18.0,152.0
Tony Allen 2009,2754.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,2.0,66.0
Tony Allen 2010,2754.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,8.0,80.0
Tony Battie 1999,1499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,6.0,11.0,1.0,3.0,0.0,2.0,3.0,6.0,46.0
Tony Battie 2000,1499.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,11.0,5.0,0.0,18.0,20.0,4.0,2.0,0.0,11.0,8.0,33.0,121.0
Tony Battie 2001,1499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,10.0,1.0,10.0,47.0
Tony Battie 2002,1499.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,9.0,1.0,0.0,7.0,9.0,2.0,5.0,0.0,14.0,6.0,17.0,147.0
Tony Battie 2003,1499.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,2.0,0.0,9.0,18.0,1.0,4.0,0.0,8.0,5.0,14.0,87.0
Tony Bobbitt 2005,2800.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tony Bradley 2017,1628396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Tony Bradley 2019,1628396.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,38.0
Tony Bradley 2020,1628396.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.0
Tony Delk 2004,960.0,2.0,1.0,9.0,2.0,8.0,0.0,1.0,2.0,5.0,5.0,0.0,4.0,3.0,4.0,6.0,0.0,2.0,1.0,6.0,29.0
Tony Delk 2005,960.0,3.0,7.0,20.0,14.0,4.0,0.0,1.0,4.0,16.0,20.0,4.0,2.0,7.0,5.0,4.0,0.0,4.0,4.0,12.0,34.0
Tony Farmer 1999,1108.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,2.0,0.0,1.0,0.0,3.0,0.0,9.0,40.0
Tony Farmer 2000,1108.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,6.0,38.0
Tony Massenburg 1999,763.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0
Tony Mitchell 2013,203502.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Tony Mitchell 2014,203310.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
Tony Parker 2001,2225.0,1.0,3.0,6.0,16.0,6.0,0.0,0.0,0.0,1.0,4.0,0.0,1.0,0.0,1.0,2.0,0.0,3.0,1.0,3.0,54.0
Tony Parker 2002,2225.0,8.0,10.0,10.0,25.0,9.0,1.0,0.0,8.0,7.0,18.0,3.0,2.0,5.0,9.0,10.0,0.0,15.0,6.0,22.0,161.0
Tony Parker 2003,2225.0,5.0,10.0,20.0,22.0,18.0,0.0,0.0,5.0,7.0,24.0,2.0,5.0,5.0,18.0,4.0,0.0,13.0,15.0,87.0,202.0
Tony Parker 2004,2225.0,7.0,4.0,16.0,17.0,10.0,0.0,0.0,11.0,4.0,27.0,6.0,3.0,3.0,14.0,6.0,0.0,28.0,8.0,55.0,242.0
Tony Parker 2005,2225.0,7.0,5.0,4.0,8.0,3.0,0.0,0.0,10.0,8.0,29.0,4.0,9.0,14.0,12.0,14.0,0.0,16.0,12.0,64.0,365.0
Tony Parker 2006,2225.0,2.0,6.0,4.0,3.0,3.0,0.0,1.0,22.0,9.0,45.0,8.0,7.0,4.0,21.0,15.0,0.0,40.0,12.0,63.0,331.0
Tony Parker 2007,2225.0,4.0,4.0,1.0,2.0,1.0,0.0,0.0,9.0,9.0,29.0,2.0,8.0,7.0,21.0,18.0,0.0,27.0,12.0,64.0,283.0
Tony Parker 2008,2225.0,5.0,6.0,2.0,3.0,0.0,0.0,0.0,16.0,11.0,37.0,7.0,6.0,13.0,21.0,19.0,0.0,35.0,15.0,61.0,235.0
Tony Parker 2009,2225.0,4.0,3.0,4.0,2.0,1.0,0.0,0.0,12.0,13.0,24.0,4.0,11.0,10.0,29.0,17.0,0.0,40.0,12.0,60.0,344.0
Tony Parker 2010,2225.0,7.0,3.0,1.0,4.0,1.0,0.0,0.0,17.0,12.0,14.0,2.0,13.0,11.0,13.0,11.0,0.0,14.0,17.0,65.0,212.0
Tony Parker 2011,2225.0,4.0,9.0,3.0,0.0,1.0,0.0,0.0,8.0,1.0,11.0,2.0,6.0,10.0,14.0,6.0,0.0,9.0,8.0,56.0,191.0
Tony Parker 2012,2225.0,10.0,11.0,4.0,3.0,1.0,0.0,0.0,22.0,6.0,25.0,1.0,18.0,23.0,38.0,21.0,0.0,39.0,28.0,114.0,264.0
Tony Parker 2013,2225.0,10.0,7.0,5.0,2.0,0.0,0.0,0.0,12.0,6.0,17.0,1.0,20.0,20.0,24.0,21.0,0.0,12.0,21.0,72.0,234.0
Tony Parker 2014,2225.0,8.0,8.0,8.0,3.0,1.0,0.0,0.0,15.0,8.0,10.0,6.0,16.0,9.0,21.0,27.0,0.0,10.0,18.0,49.0,155.0
Tony Parker 2015,2225.0,11.0,14.0,5.0,2.0,1.0,0.0,0.0,18.0,10.0,22.0,4.0,12.0,16.0,20.0,19.0,0.0,20.0,23.0,72.0,170.0
Tony Parker 2016,2225.0,7.0,9.0,6.0,2.0,0.0,0.0,0.0,15.0,3.0,18.0,0.0,5.0,10.0,11.0,11.0,0.0,13.0,15.0,38.0,110.0
Tony Parker 2017,2225.0,5.0,6.0,0.0,3.0,1.0,0.0,0.0,6.0,4.0,11.0,3.0,1.0,7.0,12.0,9.0,0.0,8.0,10.0,30.0,98.0
Tony Parker 2018,2225.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,4.0,0.0,4.0,1.0,0.0,12.0,12.0,10.0,56.0
Tony Smith 2001,380.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0
Tony Snell 2013,203503.0,2.0,2.0,9.0,7.0,3.0,0.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,12.0
Tony Snell 2014,203503.0,8.0,6.0,13.0,8.0,8.0,0.0,0.0,4.0,2.0,12.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,3.0,8.0,21.0
Tony Snell 2015,203503.0,14.0,14.0,35.0,18.0,17.0,0.0,0.0,6.0,1.0,17.0,1.0,1.0,2.0,0.0,1.0,0.0,7.0,2.0,9.0,70.0
Tony Snell 2016,203503.0,2.0,1.0,7.0,10.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,7.0,24.0
Tony Wroten 2013,203100.0,1.0,1.0,10.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,110.0
Tony Wroten 2014,203100.0,1.0,1.0,14.0,12.0,10.0,2.0,2.0,1.0,0.0,8.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,16.0,265.0
Tony Wroten 2015,203100.0,0.0,0.0,2.0,6.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,52.0
Tornike Shengelia 2014,203129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Torraye Braggs 2003,1765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,7.0
Torraye Braggs 2005,1765.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Torrey Craig 2017,1628470.0,2.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
Torrey Craig 2018,1628470.0,6.0,9.0,10.0,6.0,0.0,0.0,0.0,1.0,1.0,3.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,69.0
Torrey Craig 2019,1628470.0,14.0,9.0,8.0,9.0,7.0,1.0,0.0,0.0,1.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,65.0
Torrey Craig 2020,1628470.0,6.0,3.0,10.0,6.0,3.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,38.0
Toure' Murry 2013,203315.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,9.0
Toure' Murry 2014,203315.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,2.0,1.0,2.0,0.0,3.0,1.0,1.0,0.0,0.0,6.0,3.0,2.0,15.0
Tracy McGrady 2011,1503.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,7.0
Tracy McGrady 2012,1503.0,1.0,0.0,6.0,5.0,2.0,0.0,0.0,1.0,3.0,8.0,4.0,4.0,0.0,2.0,1.0,0.0,4.0,1.0,10.0,36.0
Tracy Murray 2000,145.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0
Tracy Murray 2001,145.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Trae Young 2018,1629027.0,1.0,1.0,11.0,13.0,12.0,12.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,22.0,19.0,94.0
Trae Young 2019,1629027.0,5.0,9.0,46.0,60.0,60.0,30.0,2.0,1.0,4.0,28.0,0.0,1.0,10.0,5.0,8.0,0.0,15.0,90.0,79.0,180.0
Trae Young 2020,1629027.0,1.0,3.0,27.0,22.0,20.0,18.0,8.0,0.0,0.0,10.0,0.0,1.0,3.0,0.0,1.0,0.0,12.0,32.0,25.0,81.0
Trajan Langdon 1999,1892.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Trajan Langdon 2000,1892.0,2.0,1.0,5.0,10.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,4.0,4.0,0.0,2.0,1.0,0.0,9.0
